user_name,package_name,event,days,star_user,fork_user,contributor_user,issue_new_user,issue_closed_user,pl_new_user,pl_closed_user,passby_user,release_user,size_user,star_package,fork_package,contributor_package,issue_new_package,issue_closed_package,pl_new_package,pl_closed_package,passby_package,release_package,size_package,total_change,perfective_change,corrective_change,features_change,nonfunctional_change,unknown_change,possible_vuln,cve
hiroaki-yamamoto/django-good-otp,django/django,True,7,1,0,1,0,0,16,18,0,0,15,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
mozilla/treeherder,django/django,False,389,7,4,17,0,0,50,47,6,0,589,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
sebatyler/Zappa,django/django,False,389,0,0,0,0,0,0,0,0,0,117,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
justo340/third_upload,django/django,False,389,0,0,0,0,0,0,0,0,0,10,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
CheckiO/checkio-client,django/django,False,389,0,0,0,0,0,0,0,0,0,24,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
odero/django-pesapal,django/django,False,389,0,0,0,0,0,0,0,0,0,19,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
saleem-latif/djangotheming,django/django,False,389,0,0,1,0,0,0,0,1,0,50,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
Miserlou/Zappa,django/django,False,389,56,9,17,4,1,0,1,16,0,32,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
osantana/quickstartup,django/django,False,389,1,0,0,0,0,0,0,0,0,13,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
nickromano/product-release-notes,django/django,True,81,0,0,1,0,0,12,9,0,0,10,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
wildfish/django-star-ratings,django/django,False,389,6,2,10,2,2,2,3,7,0,21,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
DataONEorg/d1_python,django/django,True,23,0,0,1,0,0,4,12,0,0,89,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
hartwork/jawanndenn,django/django,True,1,4,1,4,2,1,43,49,2,0,69,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
wplct/yzs-work,django/django,False,389,0,0,0,0,0,0,0,0,0,8,1717,874,205,0,0,254,267,144,0,71,975,212,507,249,5,2,26,9
abronte/PysparkGateway,pallets/flask,False,598,1,0,0,0,0,0,0,0,0,3,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
freqtrade/freqtrade,pallets/flask,False,598,2150,626,338,330,345,235,235,267,5,92,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
thoughteer/edera,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,6,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
mozilla/adr,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,104,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
barrelmaker97/friendbot,pallets/flask,True,0,0,0,3,0,0,13,14,2,0,7,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
ENOWARS/enochecker,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,9,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
RockFeng0/flask_demo,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,6,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
Miserlou/Zappa,pallets/flask,False,598,143,16,23,3,0,3,8,19,0,32,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
NYUCCL/psiturk,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,34,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
viniciuschiele/flask-io,pallets/flask,True,404,0,1,2,0,0,1,1,2,1,7,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
JoseRoberts87/flask_container,pallets/flask,False,598,0,0,1,0,0,1,0,0,0,3,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
beyond-blockchain/bbc1,pallets/flask,False,598,0,1,2,0,1,20,21,1,0,33,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
guardian/alerta,pallets/flask,True,11,0,0,0,0,0,0,0,0,0,41,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
OpenBudget/apies,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,12,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
waynerv/flask-mailman,pallets/flask,True,0,12,2,6,6,3,5,5,3,1,101,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
nishaq503/CHESS,pallets/flask,False,598,1,0,0,0,0,0,0,0,0,8,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
treethought/flask-assistant,pallets/flask,False,598,5,2,2,1,0,0,1,2,0,20,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
wenzaca/SmartGarden,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,11,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
NovemberOscar/Flask-GraphQL-Auth,pallets/flask,False,598,5,0,8,1,3,1,3,4,1,10,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
robertkarl/yabc,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,13,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
cbsinteractive/elemental,pallets/flask,False,598,1,0,5,0,0,11,9,1,1,27,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
saadmanrafat/twitivity,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,15,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
frictionlessdata/datapackage-pipelines,pallets/flask,False,598,5,2,3,0,0,1,1,3,0,116,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
sendgrid/sendgrid-python,pallets/flask,False,598,53,23,27,9,7,4,3,21,2,320,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
materialsproject/fireworks,pallets/flask,False,598,8,10,14,4,1,11,9,9,0,18,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
openstax/response-validator,pallets/flask,True,211,0,0,1,0,0,2,1,1,0,121,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
boakley/robotframework-hub,pallets/flask,False,598,1,2,2,0,0,2,1,2,0,19,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
pa-yourserveradmin-com/toggl2pl,pallets/flask,False,598,0,0,1,0,0,3,1,0,0,28,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
mozbhearsum/dirschema,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,14,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
Sytten/flask-rebar-auth0,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,8,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
mkrd/flask-squeeze,pallets/flask,True,79,0,0,0,0,0,0,0,0,0,29,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
mitre/thumbtack,pallets/flask,True,279,0,0,3,0,0,13,12,1,0,27,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
vyahello/async-weather-api,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,53,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
codingedward/flask-sieve,pallets/flask,False,598,0,1,3,1,1,4,4,1,1,30,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
nucypher/nucypher,pallets/flask,True,367,34,14,21,36,36,67,65,9,0,186,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
foosel/OctoPrint,pallets/flask,True,265,0,0,0,0,0,0,0,0,0,184,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
ckan/ckan-service-provider,pallets/flask,True,336,1,0,0,0,0,0,0,0,0,42,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
oduwsdl/ipwb,pallets/flask,True,283,15,5,3,4,3,3,3,0,1,23,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
aws/sagemaker-containers,pallets/flask,False,598,3,1,0,0,0,0,0,0,0,81,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
Kenza-AI/sagify,pallets/flask,False,598,26,3,0,0,0,0,0,0,0,36,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
mozilla-releng/balrog,pallets/flask,False,598,1,0,6,1,1,183,160,2,3,50,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
lyft/amundsencommon,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,23,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
erdnaxeli/escarpolette,pallets/flask,False,598,0,0,1,0,0,28,28,0,0,92,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
CogStack/MedCAT,pallets/flask,False,598,26,8,12,9,8,19,17,9,0,15,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
HEInventions/docnado,pallets/flask,False,598,3,0,3,1,0,1,0,3,0,12,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
ludovicchabant/piecrust2,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,593,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
asherp/hourly,pallets/flask,False,598,0,0,1,0,0,1,2,0,0,43,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
binarymachines/mercury,pallets/flask,False,598,0,1,2,0,0,2,2,2,0,63,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
CiscoDevNet/virlutils,pallets/flask,True,4,10,2,6,3,3,2,4,3,3,69,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
oceanprotocol/aquarius,pallets/flask,True,69,3,3,16,24,19,50,54,4,7,51,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
elixir-europe/TEStribute,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,44,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
textbook/flash,pallets/flask,True,197,0,0,2,1,1,1,0,1,0,27,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
PlaidWeb/Publ,pallets/flask,True,561,3,0,1,4,0,0,0,0,0,97,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
arkhn/cleaning-scripts,pallets/flask,False,598,0,0,3,0,0,3,1,3,0,18,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
vyahello/calorie-counter,pallets/flask,False,598,0,0,1,1,1,0,0,0,0,9,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
sebatyler/Zappa,pallets/flask,False,598,0,0,0,0,0,0,0,0,0,117,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
guyskk/curequests,pallets/flask,False,598,2,0,0,0,0,0,0,0,0,10,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
ArjunInventor/anyoneai,pallets/flask,True,10,0,0,0,0,0,0,0,0,0,232,1851,415,152,106,99,112,113,140,3,74,437,40,38,202,142,15,2,0
chris7/pyquant,scikit-learn/scikit-learn,False,463,0,0,0,0,0,0,0,0,0,6,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
armbrustlab/seaflowpy,scikit-learn/scikit-learn,True,37,0,0,0,0,0,0,0,0,0,121,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
wikimedia/revscoring,scikit-learn/scikit-learn,True,455,8,1,5,0,0,3,4,5,0,37,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
jplalor/py-irt,scikit-learn/scikit-learn,False,463,0,0,0,0,0,0,0,0,0,112,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
BD2KGenomics/toil-vg,scikit-learn/scikit-learn,False,463,0,0,0,0,0,0,0,0,0,32,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
HazyResearch/snorkel,scikit-learn/scikit-learn,True,215,0,0,0,0,0,0,0,0,0,49,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
openstax/response-validator,scikit-learn/scikit-learn,True,76,0,0,0,0,0,0,0,0,0,121,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
WZBSocialScienceCenter/tmtoolkit,scikit-learn/scikit-learn,False,463,5,0,3,2,0,0,0,3,0,26,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
resistics/resistics,scikit-learn/scikit-learn,True,407,1,2,0,0,0,0,0,0,0,141,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
amitkaps/recoflow,scikit-learn/scikit-learn,False,463,0,0,1,0,0,1,0,0,0,12,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
Windsooon/cherry,scikit-learn/scikit-learn,False,463,7,1,0,0,0,0,0,0,0,22,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
sebp/scikit-survival,scikit-learn/scikit-learn,True,98,51,7,12,7,5,3,3,10,0,57,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
HDI-Project/SDV,scikit-learn/scikit-learn,False,463,0,0,0,0,0,0,0,0,0,68,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
BlockScience/cadCAD,scikit-learn/scikit-learn,False,463,0,0,0,0,0,0,0,0,0,25,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
brandonrobertz/sparselsh,scikit-learn/scikit-learn,True,274,0,0,0,0,0,0,0,0,0,12,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
nathan-toubiana/scitime,scikit-learn/scikit-learn,False,463,0,0,0,0,0,0,0,0,0,14,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
robinsonkwame/adversarial_labeller,scikit-learn/scikit-learn,False,463,0,0,1,0,0,0,2,0,0,54,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
Nathanlauga/transparentai,scikit-learn/scikit-learn,False,463,0,0,0,0,0,0,0,0,0,30,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
EducationalTestingService/skll,scikit-learn/scikit-learn,True,67,2,0,1,3,0,0,0,0,0,29,1303,608,508,198,157,437,468,382,1,51,933,115,256,527,10,25,0,0
